,name,season,region,games,win rate,k:d,gold per min,gold diff per min,game duration,kill per game,deaths per game,towers killed,towers lost,first blood rate,first tower rate,dragons per game,dragons %,heralds per game,herald %,avg dragons 15min,tower diff 15min,gold diff 15min,nashor per game,nashor %,cs per min,dmg per min,wards per min,vision wards per min,wards cleared per min
176,LOUD,S11,BR,44,52.3%,1.04,1778,1,32:57,14.6,14.0,6.7,6.0,54.5,59.1,2.09,44.4,0.82,42.0,0.84,-0.1,-443,0.75,52.0,31.7,1927,3.5,1.44,1.42
177,LOUD Academy,S11,BR,44,56.8%,1.07,1778,53,33:58,14.7,13.7,6.5,5.8,56.8,54.5,2.75,57.1,1.11,55.7,1.18,0.2,272,0.89,57.5,31.4,2039,3.4,1.41,1.30
178,LowLandLions,S11,NL,20,40.0%,0.83,1712,-65,31:40,11.9,14.3,5.3,6.6,40.0,50.0,2.00,43.1,1.10,57.5,1.10,0.2,-125,0.40,35.2,31.5,1844,3.3,1.21,1.21
179,LSB Challengers,S11,KR,46,45.7%,1.00,1774,3,33:31,12.8,12.8,5.6,6.0,43.5,30.4,2.24,45.9,1.33,67.4,0.78,-0.2,-51,0.72,50.8,33.5,1839,3.7,1.64,1.68
180,Luxury Esports,S11,VN,76,43.4%,0.84,1847,-34,29:50,15.6,18.6,5.4,6.4,39.5,43.4,2.04,49.4,0.68,34.9,0.91,-0.4,-763,0.64,51.2,32.9,2244,3.2,1.26,1.40
181,LYA,S11,CN,4,0.0%,0.42,1565,-286,34:43,7.0,16.5,2.3,8.8,75.0,-,0.75,14.2,0.50,25.0,0.75,-0.8,-2579,0.25,16.7,30.9,1295,3.4,1.14,1.29
182,Machi E-Sports,S11,PCS,66,68.2%,1.43,1854,183,30:39,15.8,11.0,7.4,4.0,59.1,59.1,2.27,54.9,1.00,51.5,0.88,0.5,1079,0.77,66.8,32.2,2055,3.4,1.33,1.53
183,Macko Esports,S11,IT,70,62.9%,1.26,1811,120,30:48,15.0,11.9,6.9,4.6,52.9,60.0,2.79,62.9,1.09,56.5,1.13,0.3,913,0.70,59.7,31.8,2024,3.2,1.30,1.30
184,MAD Lions,S11,EUW,92,60.9%,1.10,1851,78,33:05,16.0,14.5,7.4,5.7,55.4,52.2,2.27,51.9,1.17,60.3,0.74,0.1,111,0.97,60.2,32.6,2051,3.5,1.28,1.57
185,MAD Lions Madrid,S11,ES,39,51.3%,1.19,1762,22,34:28,13.8,11.6,6.4,6.4,53.8,48.7,2.72,52.8,1.05,53.8,1.21,0.1,326,0.72,48.7,32.2,1887,3.4,1.32,1.46
186,MAMMOTH,S11,OCE,35,11.4%,0.57,1617,-336,28:32,11.1,19.5,2.8,8.1,51.4,45.7,1.31,29.9,0.77,39.7,0.74,-0.8,-2286,0.26,20.4,28.5,1702,3.0,1.36,1.13
187,MCES Academy,S11,FR,18,22.2%,0.57,1659,-232,32:04,11.4,19.9,3.6,7.6,50.0,33.3,1.33,27.4,0.78,38.9,0.39,-0.6,-1731,0.78,36.1,30.0,1931,2.9,1.11,1.25
188,mCon esports Rotterdam,S11,NL,41,53.7%,1.01,1790,22,31:28,16.8,16.6,6.5,5.5,53.7,53.7,2.37,51.5,1.10,56.1,0.90,0.0,185,0.78,58.1,30.2,2138,2.8,1.10,1.23
189,Medieval Riga,S11,LT,20,10.0%,0.45,1609,-487,28:54,12.4,27.4,2.1,9.3,55.0,5.0,1.00,24.4,0.40,25.0,0.70,-1.6,-4543,0.45,29.4,26.8,1981,2.4,0.87,0.89
190,Method2Madness,S11,LT,37,43.2%,0.97,1813,-0,30:42,18.1,18.6,5.9,5.6,51.4,81.1,1.97,45.9,1.38,71.6,0.95,0.6,895,0.78,54.1,30.0,2138,2.7,1.05,1.01
191,Misfits Gaming,S11,EUW,46,52.2%,0.99,1796,16,32:35,13.7,13.8,6.0,5.8,54.3,54.3,2.46,55.3,1.04,52.2,0.83,0.2,204,0.72,51.9,32.8,1974,3.2,1.26,1.42
192,Misfits Premier,S11,FR,83,65.1%,1.23,1844,131,31:12,15.9,13.0,7.2,4.6,71.1,71.1,2.59,61.8,1.30,65.7,1.11,0.8,1741,0.77,58.5,32.0,2086,3.5,1.39,1.34
193,Mkers,S11,IT,58,48.3%,0.96,1764,0,31:20,13.7,14.2,6.1,5.9,51.7,51.7,2.10,46.4,1.02,52.6,0.88,-0.1,220,0.67,50.2,31.4,1935,3.0,1.24,1.33
194,MnM Gaming,S11,EUW,11,9.1%,0.60,1630,-297,31:43,11.8,19.7,3.1,9.1,63.6,18.2,1.36,27.3,0.82,40.9,0.73,-0.7,-1766,0.18,6.8,29.9,1856,3.3,1.09,1.15
195,Mousesports,S11,DE,97,62.9%,1.18,1839,104,31:42,16.8,14.1,7.2,5.2,51.5,60.8,2.42,54.4,1.41,71.1,0.96,0.5,1120,0.85,63.8,31.5,2267,3.1,1.14,1.18
196,Movistar Riders,S11,ES,64,64.1%,1.25,1853,116,31:09,16.2,13.0,6.9,4.9,48.4,60.9,2.52,58.3,1.27,64.8,1.00,0.2,857,0.81,59.0,32.3,2008,3.3,1.37,1.27
197,NASR eSports Turkey,S11,TR,47,61.7%,1.11,1807,96,31:30,12.8,11.5,6.6,4.4,51.1,72.3,2.53,58.4,1.15,57.4,1.15,0.6,1040,0.79,56.9,32.9,1869,3.4,1.30,1.46
198,Netshoes Miners,S11,BR,36,30.6%,0.76,1669,-156,32:27,11.5,15.1,4.3,7.6,50.0,19.4,1.97,42.1,0.64,33.3,0.81,-0.6,-1014,0.64,40.0,30.6,1757,3.2,1.25,1.22
199,Nexus KTRL,S11,RS,28,42.9%,1.06,1707,-65,31:29,14.0,13.2,4.5,6.3,50.0,46.4,2.50,50.8,0.79,48.2,0.89,-0.4,-453,0.64,41.3,30.6,1867,2.7,0.89,1.06
200,NK Osijek Esport,S11,RS,15,6.7%,0.57,1603,-373,30:03,11.1,19.5,2.3,9.5,26.7,33.3,1.73,40.0,0.60,30.0,1.07,-1.4,-2777,0.33,16.7,28.6,1720,2.6,0.97,1.14
201,NM Academy,S11,BR,36,27.8%,0.74,1656,-150,33:35,11.3,15.3,4.7,8.0,47.2,41.7,1.64,33.3,0.72,36.1,0.47,-0.4,-856,0.53,32.9,30.4,1792,3.2,1.46,1.35
202,No Name Esport,S11,PL,5,20.0%,0.54,1566,-267,31:02,8.6,15.8,3.2,7.2,20.0,-,1.60,35.0,0.80,40.0,0.60,-1.2,-3318,0.20,25.0,28.9,1565,2.8,0.96,1.00
203,No Org,S11,NA,17,76.5%,1.31,1888,239,29:11,14.9,11.4,7.5,2.8,64.7,82.4,2.06,52.5,1.24,70.6,0.82,0.6,1522,1.06,79.4,33.4,2076,3.1,1.28,1.47
204,Nongshim RedForce,S11,KR,117,49.6%,0.94,1758,-24,33:24,12.2,12.9,5.8,5.9,39.3,42.7,2.34,49.2,0.99,50.0,0.85,-0.1,-638,0.68,48.8,32.9,1926,3.7,1.32,1.82
205,Nordavind,S11,EUW,42,52.4%,0.96,1777,37,31:12,12.9,13.3,6.5,5.3,57.1,47.6,2.40,53.3,0.83,41.7,1.10,0.0,-11,0.76,60.4,32.3,1878,2.9,0.98,1.40
206,NS Challengers,S11,KR,47,51.1%,0.85,1772,-17,32:32,12.3,14.5,5.6,5.8,48.9,59.6,2.36,53.0,1.04,52.1,1.02,0.0,18,0.85,60.1,33.1,1860,3.5,1.46,1.66
207,OFFSET Esports,S11,PT,43,53.5%,0.97,1770,4,33:17,15.4,15.7,5.7,6.3,41.9,37.2,2.58,51.8,0.70,36.0,1.00,-0.3,-344,0.65,47.2,31.2,2045,3.0,1.09,1.21
208,Olympiacos Alimou,S11,GR,19,52.6%,1.05,1717,-32,33:00,15.3,14.5,6.3,6.2,52.6,42.1,2.84,58.7,1.26,63.2,1.42,0.3,-217,0.68,55.3,28.5,2063,3.0,1.20,1.30
209,OMG,S11,CN,83,39.8%,0.83,1726,-134,29:59,11.8,14.3,4.5,6.7,50.6,34.9,2.06,47.9,0.48,46.5,1.00,-0.2,-1463,0.58,45.0,32.0,1837,3.1,1.19,1.42
210,One Breath Gaming,S11,CIS,43,65.1%,1.33,1780,130,34:01,14.1,10.6,7.3,4.8,72.1,55.8,2.28,44.8,1.19,59.3,0.86,0.5,1269,1.00,67.7,31.3,2053,3.1,1.31,1.34
211,ORDER,S11,OCE,46,52.2%,0.98,1771,-4,31:56,14.4,14.6,6.0,6.0,54.3,47.8,2.35,49.3,0.89,46.7,0.98,-0.2,-293,0.72,53.8,31.6,1903,3.0,1.25,1.23
212,Outplayed,S11,IT,52,55.8%,1.16,1799,70,30:03,15.5,13.3,6.2,5.1,59.6,51.9,2.38,55.6,1.06,54.8,1.08,0.2,290,0.71,61.0,31.0,2086,3.1,1.17,1.27
213,paiN Academy,S11,BR,47,46.8%,0.92,1767,7,32:58,13.6,14.9,6.3,6.2,48.9,38.3,2.21,47.5,1.04,52.1,0.94,-0.2,-365,0.83,56.3,31.4,1985,3.4,1.55,1.51
214,paiN Gaming,S11,BR,61,62.3%,1.10,1860,116,31:19,16.3,14.7,7.4,5.2,50.8,60.7,2.70,62.0,0.98,49.2,1.16,0.6,884,0.80,62.0,32.5,2073,3.5,1.48,1.48
215,PDW,S11,PL,66,54.5%,1.13,1762,40,32:51,12.9,11.3,6.2,5.4,53.0,56.1,2.26,47.6,1.09,54.5,0.92,0.0,463,0.61,52.1,32.2,1803,3.1,1.36,1.32
216,PEACE,S11,OCE,78,59.0%,1.23,1817,92,31:23,15.3,12.3,6.7,5.1,57.7,66.7,2.45,54.0,1.14,59.0,1.12,0.5,1163,0.76,57.4,32.5,1941,3.2,1.30,1.40
217,PENTA 1860,S11,DE,51,43.1%,0.79,1763,-116,29:29,13.6,17.3,5.0,6.5,35.3,27.5,1.90,41.7,0.69,36.0,0.80,-0.6,-910,0.53,47.4,31.7,1901,3.0,1.22,1.24
218,Pentanet.GG,S11,OCE,69,59.4%,1.15,1798,54,30:29,14.2,12.2,6.3,5.1,39.1,37.7,2.62,58.0,0.75,39.9,0.93,-0.5,-653,0.72,64.5,32.6,1850,3.1,1.20,1.30
219,PIGSPORTS,S11,LT,15,66.7%,1.36,1887,131,29:46,22.3,16.3,6.5,4.3,53.3,33.3,2.60,55.9,0.67,46.7,0.87,-0.3,445,0.53,46.4,30.5,2363,2.3,0.75,1.00
220,piratesports,S11,PL,6,33.3%,0.80,1763,-101,29:13,17.3,21.3,5.0,6.8,66.7,66.7,2.17,45.8,1.00,50.0,1.00,0.0,483,0.50,40.0,28.1,2015,2.3,0.83,1.04
221,Plonace Garnitury,S11,PL,7,28.6%,0.78,1728,-168,30:03,14.9,19.0,4.4,7.6,57.1,42.9,2.00,45.8,0.86,50.0,0.43,-0.6,-2156,0.29,40.0,28.6,1855,3.6,1.32,1.08
222,PSG Talon,S11,PCS,87,79.3%,1.94,1924,272,30:40,17.4,9.0,8.1,3.4,64.4,64.4,2.56,62.6,1.20,59.8,0.93,0.6,1808,0.92,77.7,33.7,2035,3.4,1.22,1.65
223,PSV Esports,S11,NL,42,61.9%,1.30,1813,109,32:40,16.3,12.6,6.7,5.0,54.8,61.9,3.00,62.5,1.21,60.7,1.05,0.3,767,0.95,62.2,32.2,2168,3.1,1.20,1.19
224,Rainbow7,S11,LAT,41,51.2%,1.11,1755,37,35:32,14.5,13.0,6.2,6.1,63.4,51.2,2.61,49.1,0.88,43.9,1.00,0.1,272,0.78,49.2,31.6,2022,3.1,1.26,1.56
225,Rare Atom,S11,CN,105,57.1%,1.07,1809,56,32:05,13.1,12.2,6.1,5.3,50.5,43.8,2.57,55.3,0.48,46.4,0.86,0.0,479,0.68,52.4,34.0,2022,3.4,1.11,1.73
226,Rascal Jester,S11,JP,44,56.8%,1.04,1729,14,32:59,13.2,12.6,6.2,5.2,27.3,40.9,2.39,50.5,0.82,42.0,1.02,0.1,-154,0.64,52.4,31.2,1951,3.3,1.20,1.67
227,RED Academy,S11,BR,49,53.1%,1.02,1711,-34,33:07,13.1,12.8,6.4,6.1,38.8,34.7,2.51,52.3,0.86,42.9,1.04,-0.4,-1017,0.78,51.4,30.7,1788,3.2,1.50,1.34
228,RED Canids,S11,BR,64,59.4%,1.16,1817,49,31:22,16.0,13.8,6.7,5.8,51.6,46.9,2.34,54.4,1.08,53.9,0.97,-0.1,346,0.77,54.4,32.1,1974,3.5,1.60,1.24
229,Rensga Academy,S11,BR,45,44.4%,0.91,1734,-68,30:19,14.2,15.6,5.3,6.2,55.6,60.0,2.22,50.2,0.82,43.3,1.07,0.2,-9,0.51,41.5,30.9,1972,3.1,1.41,1.28
230,Rensga eSports,S11,BR,48,45.8%,0.86,1759,-56,30:41,13.9,16.1,5.7,6.5,52.1,50.0,2.15,54.5,1.06,53.1,0.81,-0.1,-608,0.60,47.4,31.1,2122,3.2,1.33,1.38
231,Resolve,S11,EUW,16,31.3%,0.92,1713,-94,33:11,14.4,15.8,5.9,7.6,56.3,62.5,2.06,41.9,1.38,68.8,1.00,-0.1,-356,0.50,30.2,29.9,2088,3.1,1.26,1.25
232,Resolve NA,S11,NA,9,55.6%,1.12,1733,-45,34:13,15.4,13.8,7.1,6.6,44.4,44.4,2.78,59.4,0.67,38.9,0.89,0.1,-1736,0.78,50.0,29.5,2010,3.4,1.31,1.40
233,Riddle Esports,S11,EUW,32,53.1%,1.01,1801,48,32:55,14.3,14.1,5.8,6.3,59.4,43.8,2.47,52.6,0.78,40.6,1.00,-0.2,671,0.78,52.7,32.5,2031,3.1,1.20,1.21
234,RJ Academy,S11,JP,9,22.2%,0.70,1637,-173,35:28,11.6,16.6,4.0,7.6,44.4,44.4,2.00,38.6,0.44,22.2,0.44,0.0,-27,0.22,10.4,30.8,1856,3.6,1.42,1.46
235,Rogue,S11,EUW,72,58.3%,1.19,1839,89,33:32,14.8,12.5,7.0,5.4,55.6,68.1,2.24,49.7,0.96,50.7,0.85,0.6,1295,0.71,52.9,33.3,1918,3.3,1.05,1.44
236,Rogue Warriors,S11,CN,77,26.0%,0.68,1677,-231,30:47,10.8,15.9,3.6,7.6,32.5,31.2,1.69,37.0,0.48,51.4,0.76,-0.1,-1175,0.40,29.5,31.6,1796,3.2,1.19,1.40
237,Romulea eSport,S11,IT,15,33.3%,0.82,1663,-169,32:41,14.3,17.5,4.2,6.9,40.0,26.7,2.33,43.5,0.40,26.7,1.00,-0.7,-1405,0.60,43.2,29.4,1873,3.2,1.30,1.25
238,RoX,S11,CIS,27,25.9%,0.58,1635,-267,29:46,9.7,16.6,4.0,8.3,48.1,18.5,1.44,32.2,0.70,35.2,0.74,-0.6,-1530,0.37,25.9,30.2,1675,3.0,1.25,1.17
239,Royal Never Give Up,S11,CN,143,67.8%,1.30,1883,145,31:39,16.3,12.5,7.1,4.3,60.1,65.7,2.49,55.5,0.71,54.3,0.96,0.5,1067,0.87,62.9,33.2,2040,3.6,1.35,1.65
240,S2V Esports,S11,ES,37,37.8%,0.86,1719,-61,33:09,12.5,14.5,5.1,6.7,48.6,32.4,2.27,49.1,0.81,41.9,0.95,-0.2,-692,0.68,47.7,31.3,1953,3.2,1.37,1.36
241,Saigon Buffalo,S11,VN,77,53.2%,1.09,1820,17,29:52,16.3,14.9,6.1,5.4,51.9,61.0,2.36,55.7,1.29,64.3,1.01,0.3,680,0.65,52.0,31.6,2104,3.6,1.43,1.54
242,SAIM SE SuppUp,S11,RS,30,73.3%,1.26,1869,169,29:32,15.6,12.2,7.5,3.8,50.0,63.3,2.60,62.1,1.07,58.3,1.20,0.3,825,0.87,67.9,32.2,1901,3.0,1.06,1.27
243,Samsung Morning Stars,S11,IT,46,45.7%,0.89,1726,-55,30:17,13.0,14.6,5.0,6.3,43.5,39.1,2.15,49.0,0.89,48.9,1.07,-0.2,-347,0.57,45.1,30.9,1881,3.2,1.26,1.18
244,SBTC Esports,S11,VN,67,41.8%,0.79,1764,-126,30:05,13.8,17.5,5.1,6.7,41.8,38.8,1.78,41.1,0.88,44.0,0.70,-0.4,-1063,0.69,46.6,31.8,1953,3.1,1.24,1.47
245,Sector One,S11,BE,53,62.3%,1.23,1845,152,32:05,16.8,13.7,7.2,4.5,58.5,60.4,2.43,52.1,1.00,50.9,0.85,0.4,1211,0.91,70.6,32.4,2105,3.0,1.14,1.18
246,Sengoku Gaming,S11,JP,37,48.6%,1.03,1740,5,32:59,11.6,11.2,5.6,5.8,43.2,56.8,2.84,61.6,0.89,44.6,1.14,0.2,280,0.84,54.2,32.3,1769,3.4,1.35,1.64
247,SG Academy,S11,JP,9,11.1%,0.54,1605,-306,32:35,11.4,21.1,2.3,8.6,44.4,22.2,2.00,37.8,0.56,27.8,1.11,-0.7,-2011,0.44,25.0,29.6,1752,2.9,1.41,1.26
248,SHG Academy,S11,JP,9,55.6%,1.00,1786,30,29:49,14.9,14.9,5.7,5.2,44.4,55.6,2.00,46.3,0.89,44.4,1.00,-0.1,-464,0.67,50.0,31.7,1823,3.4,1.38,1.30
249,Shu Dai Xiong Gaming,S11,CN,4,25.0%,0.62,1764,-273,25:56,12.3,19.8,3.5,8.0,25.0,25.0,0.75,15.0,0.50,25.0,0.25,-1.3,-3056,0.25,33.3,31.6,1805,2.8,1.18,1.15
250,SINNERS Esports,S11,CZ,73,52.1%,0.98,1801,22,30:01,16.1,16.5,6.3,5.4,45.2,65.8,2.18,51.2,1.19,61.0,0.93,0.3,712,0.62,51.5,30.4,2166,3.0,1.23,1.18
251,SK Gaming,S11,EUW,40,35.0%,0.82,1710,-139,32:00,11.3,13.7,4.6,7.4,45.0,40.0,1.73,38.9,0.83,42.5,0.73,-0.4,-1046,0.48,34.2,32.7,1748,3.1,1.14,1.34
252,SK Gaming Prime,S11,DE,55,52.7%,1.02,1844,56,31:03,16.0,15.6,6.5,5.9,45.5,41.8,2.15,47.5,0.67,33.6,0.93,-0.3,-270,0.71,53.2,32.1,2061,3.1,1.17,1.20
253,SoftBank Hawks Gaming,S11,JP,36,36.1%,0.87,1703,-70,33:48,11.8,13.4,4.8,6.6,50.0,38.9,2.44,48.8,0.97,50.0,1.03,0.0,209,0.42,30.7,32.1,1746,3.3,1.29,1.51
254,Solary,S11,FR,43,51.2%,0.98,1749,-32,33:21,14.3,14.6,5.9,6.3,41.9,41.9,2.37,46.5,1.12,55.8,0.74,-0.3,-521,0.93,52.7,30.9,1956,3.2,1.30,1.32
255,Solary Academy,S11,FR,18,55.6%,1.09,1775,5,32:28,16.6,15.2,6.2,5.6,61.1,38.9,2.22,48.8,0.89,44.4,0.72,-0.2,-57,0.78,59.3,30.7,2162,2.9,1.10,1.24
256,Split Raiders,S11,RS,28,53.6%,0.89,1770,32,30:23,12.1,13.7,5.9,5.4,60.7,46.4,2.57,55.2,1.25,62.5,1.18,-0.2,590,0.50,43.5,32.2,1793,2.9,1.15,1.17
257,Starlan Gaming Club,S11,BE,10,30.0%,0.63,1667,-295,30:21,13.7,21.6,3.5,8.5,20.0,20.0,1.80,39.0,0.60,35.0,1.00,-0.8,-1904,0.60,31.7,29.1,2066,2.2,0.94,0.91
258,STOPWATCH eSports,S11,CZ,14,21.4%,0.64,1608,-293,31:47,11.0,17.1,3.0,8.5,14.3,28.6,2.00,36.7,0.36,17.9,0.79,-0.9,-2388,0.57,30.4,29.1,1591,2.7,1.02,1.07
259,Suning,S11,CN,93,58.1%,1.28,1819,94,32:15,13.9,10.8,6.0,5.0,53.8,43.0,2.27,51.1,0.53,55.6,0.66,0.0,341,0.60,53.3,33.7,1980,3.8,1.40,1.68
260,SuperMassive Blaze,S11,TR,46,63.0%,1.17,1786,51,33:25,15.8,13.4,6.3,5.7,47.8,37.0,2.54,54.9,0.65,34.1,1.20,-0.1,-61,0.87,59.8,31.4,1985,2.9,1.21,1.36
261,Supernova,S11,NA,5,20.0%,0.50,1631,-305,31:27,10.4,20.6,3.6,9.0,60.0,60.0,0.80,15.3,0.80,50.0,0.40,0.4,-1819,0.00,0.0,28.7,1904,3.2,1.27,1.36
262,T1,S11,KR,125,60.0%,1.20,1821,98,33:34,12.6,10.5,7.0,5.2,62.4,65.6,2.23,51.1,1.17,58.8,0.70,0.5,1181,0.81,56.9,33.6,1859,3.9,1.58,1.76
263,T1 Challengers,S11,KR,45,57.8%,1.18,1810,73,30:52,14.7,12.4,5.7,4.8,57.8,51.1,2.40,57.3,1.13,56.7,1.07,0.2,305,0.78,61.7,33.0,1962,3.2,1.28,1.63
264,Team 7AM,S11,BE,24,25.0%,0.74,1698,-167,30:32,13.3,18.1,4.2,7.1,37.5,50.0,1.42,29.0,0.83,47.9,0.67,-0.3,-817,0.58,37.7,29.8,1895,2.7,1.13,1.00
265,Team Aurora,S11,TR,36,2.8%,0.38,1550,-446,28:37,6.7,17.6,1.9,9.5,33.3,13.9,1.03,23.9,0.44,22.2,0.67,-1.4,-3191,0.11,9.4,30.2,1392,2.9,1.09,1.12
266,Team BDS,S11,FR,39,53.8%,1.08,1803,46,31:11,14.7,13.5,6.6,5.5,61.5,46.2,2.51,56.8,1.10,55.1,1.05,0.0,-85,0.62,51.4,32.4,2080,3.4,1.41,1.35
267,Team Echo Zulu,S11,NL,38,52.6%,1.03,1758,8,31:24,14.9,14.6,5.6,5.9,55.3,39.5,2.13,45.9,0.82,42.1,0.92,-0.4,68,0.50,47.1,31.2,1970,3.1,1.05,1.19
268,Team ESCA Gaming,S11,PL,36,50.0%,0.88,1714,-62,33:42,12.3,14.1,5.9,6.5,52.8,44.4,2.33,45.5,0.78,38.9,0.89,-0.1,-1017,0.81,46.4,30.8,1704,2.9,0.95,1.18
269,Team Flash,S11,VN,70,28.6%,0.75,1735,-168,30:25,13.2,17.6,4.5,7.3,48.6,37.1,1.71,40.6,0.96,48.6,0.61,-0.2,-1098,0.51,31.4,31.5,1988,3.4,1.35,1.54
270,Team Infamous,S11,LT,10,30.0%,0.71,1710,-198,32:05,16.3,22.7,4.1,7.4,20.0,50.0,2.00,39.5,0.90,45.0,0.70,-0.2,-2320,0.50,26.7,29.3,2265,2.9,0.95,1.01
271,Team Liquid,S11,NA,99,59.6%,1.22,1824,103,32:36,13.3,10.9,6.8,5.1,51.5,65.7,2.31,52.3,1.06,55.6,0.95,0.5,880,0.75,61.1,33.4,1938,3.1,1.19,1.52
272,Team Liquid Academy,S11,NA,81,60.5%,1.10,1828,73,31:35,15.2,13.7,6.5,5.2,49.4,59.3,2.54,58.9,1.04,54.3,1.01,-0.1,208,0.80,58.6,32.5,2105,3.1,1.17,1.40
273,Team MCES,S11,FR,42,21.4%,0.63,1670,-210,33:17,10.2,16.1,4.2,8.2,54.8,28.6,1.93,37.2,0.48,23.8,0.81,-0.8,-1161,0.55,30.2,31.7,1797,3.5,1.40,1.39
274,Team Oplon,S11,FR,29,82.8%,1.58,1872,220,31:27,17.4,11.0,7.6,4.3,48.3,51.7,2.45,56.7,0.90,44.8,0.97,0.3,591,1.07,80.5,31.6,2191,3.5,1.29,1.41
275,Team Phantasma,S11,GR,77,51.9%,1.03,1815,26,30:53,18.1,17.6,6.5,5.7,51.9,61.0,2.08,47.5,0.97,50.0,0.83,0.6,590,0.71,52.5,29.7,2213,2.9,1.14,1.19
276,Team Queso,S11,ES,40,40.0%,0.86,1757,-41,32:48,12.7,14.8,6.0,6.7,47.5,57.5,2.58,54.0,1.10,55.0,1.15,0.1,244,0.60,40.6,32.0,1955,3.2,1.42,1.46
277,Team Refuse,S11,GR,55,45.5%,0.85,1767,-63,31:14,15.7,18.3,5.6,6.6,36.4,50.9,1.78,39.2,0.89,46.4,0.75,-0.3,-731,0.67,44.4,30.3,1995,3.0,1.16,1.22
278,Team Secret,S11,VN,79,43.0%,0.97,1811,-35,30:03,15.7,16.1,5.5,6.2,58.2,45.6,2.01,47.7,0.96,48.7,0.89,0.1,-301,0.59,50.7,32.0,2067,3.2,1.25,1.45
279,Team Singularity,S11,EUW,46,63.0%,1.17,1768,43,32:47,14.4,12.3,7.1,5.4,58.7,60.9,2.52,51.8,1.09,54.3,1.00,0.2,-183,0.83,59.5,30.8,2061,3.4,1.38,1.26
280,Team THRLL,S11,NL,24,20.8%,0.61,1669,-244,30:25,11.3,18.5,4.0,8.2,41.7,29.2,1.79,38.3,0.54,27.1,0.75,-0.6,-1990,0.29,25.0,30.3,1757,2.6,1.06,1.12
281,Team Universe,S11,CZ,28,50.0%,0.96,1757,-42,34:04,17.1,17.9,6.1,5.9,50.0,42.9,2.43,45.4,0.79,41.1,0.75,-0.3,-106,0.96,50.9,30.4,2010,2.6,0.98,1.09
282,Team Vitality,S11,EUW,41,36.6%,0.88,1757,-59,32:27,12.0,13.6,5.1,7.1,48.8,41.5,2.05,45.8,0.80,43.9,0.78,-0.4,-332,0.78,45.1,32.9,1871,3.2,1.27,1.36
283,Team WE,S11,CN,123,54.5%,1.10,1827,59,31:37,14.3,13.0,6.3,5.3,44.7,53.7,2.31,51.4,0.48,56.5,1.06,0.2,887,0.70,54.9,33.1,1974,3.2,1.33,1.64
284,Tony Parker Adequat Academy,S11,FR,30,56.7%,1.00,1807,59,32:21,16.7,16.7,6.7,5.6,46.7,56.7,2.67,57.0,0.93,51.7,0.97,0.1,476,0.80,59.2,30.8,2165,3.0,1.27,1.33
285,Top Esports,S11,CN,99,63.6%,1.33,1899,179,31:36,16.7,12.5,7.3,4.5,53.5,68.7,2.49,59.7,0.66,60.2,0.74,0.4,2025,0.87,69.0,33.5,2232,3.1,1.33,1.68
286,Tricked Esports,S11,EUW,46,56.5%,1.08,1783,39,33:26,14.1,13.0,6.6,6.5,45.7,39.1,2.43,51.2,0.96,48.9,0.67,-0.2,142,0.67,54.9,32.2,1988,3.3,1.35,1.47
287,TSM,S11,NA,81,58.0%,0.97,1781,23,33:13,12.0,12.3,7.2,5.6,49.4,59.3,2.46,51.5,1.10,56.2,0.90,0.1,-296,0.93,66.0,32.7,1843,3.5,1.31,1.47
288,TSM Academy,S11,NA,64,45.3%,0.95,1771,-26,31:24,13.2,13.8,6.0,6.3,48.4,45.3,1.97,42.8,1.08,53.9,0.91,-0.1,-75,0.48,42.7,32.5,1896,3.6,1.49,1.28
289,TT,S11,CN,78,26.9%,0.67,1708,-188,30:58,10.8,16.1,4.3,7.4,48.7,56.4,1.99,44.5,0.59,56.1,1.00,0.0,-978,0.50,32.7,32.0,1813,3.2,1.28,1.48
290,UCAM Esports Club,S11,ES,76,63.2%,1.17,1781,60,33:08,14.4,12.2,6.4,5.2,51.3,51.3,2.36,50.9,0.89,46.1,0.79,0.0,50,0.78,60.9,32.2,2031,3.4,1.40,1.52
291,Ultra Prime,S11,CN,79,27.8%,0.72,1714,-183,30:29,11.1,15.4,4.1,7.2,51.9,39.2,1.87,42.7,0.39,39.7,0.68,-0.2,-981,0.34,26.1,32.6,1799,3.4,1.40,1.52
292,Umbra Divinus Gaming,S11,GR,33,42.4%,0.88,1748,-86,31:41,16.2,18.4,5.5,6.9,54.5,39.4,2.18,45.3,0.79,40.9,0.94,-0.5,-921,0.61,41.4,29.3,2201,3.0,1.19,1.14
293,Unicorns Of Love,S11,CIS,65,58.5%,1.16,1800,88,30:44,14.8,12.7,6.5,4.8,47.7,53.8,2.23,49.8,1.18,60.0,0.86,0.1,209,0.69,53.0,31.7,1958,2.9,1.01,1.29
294,Unicorns Of Love Sexy Edition,S11,DE,57,47.4%,0.97,1750,-44,31:53,12.9,13.3,5.5,6.6,59.6,54.4,1.89,41.6,0.89,44.7,0.60,-0.2,-319,0.63,48.1,32.1,1833,3.1,1.32,1.27
295,V3 Academy,S11,JP,12,100.0%,3.21,1977,443,31:34,20.6,6.3,9.3,1.6,75.0,75.0,3.33,81.8,1.42,70.8,1.08,0.4,2592,1.25,91.7,33.5,2131,3.4,1.21,1.44
